id,created_at,text
709690000000000000,3/15/16 10:39,"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!"
709687000000000000,3/15/16 10:25,"I will bring our jobs back to America, fix our military and take care of our vets, end Common Core and ObamaCare, protect 2nd A, build WALL"
709595000000000000,3/15/16 4:21,"Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!"
709592000000000000,3/15/16 4:10,"Kasich voted for NAFTA, a disaster for Ohio, and now wants the even worse TPP approved. Vote Trump and end this madness!"
709587000000000000,3/15/16 3:46,"""@mazzei48: @realDonaldTrump @BrazielCarol @FoxNews Listening to interview on replay of @A Savage Nation #GO DONALD TRUMP !!!!!"" Thanks."
709586000000000000,3/15/16 3:44,"""@wh: https://t.co/AZmCErLKCn WOW people are so misinformed on DonaldTrump character! Watch this video! Hillary and Bernie don't come close"
709581000000000000,3/15/16 3:24,"""@realwwshelton: @loudobbsnews I believe that @realDonaldTrump will be the big winner tomorrow.""  Thank you!"
709580000000000000,3/15/16 3:22,"""@BrazielCarol: @FoxNews @realDonaldTrump Who started this mess, the protesters of course . And media made it worse."""
709547000000000000,3/15/16 1:11,"Sadly, this kind of stuff even happened to Ronald Reagan. There is nothing nice about it! #MakeAmericaGreatAgain https://t.co/jC7cn1v18u"
709542000000000000,3/15/16 0:48,"THANK YOU - Youngstown, Ohio! I love you! Get out &amp; #VoteTrump tomorrow. #Trump2016 https://t.co/OReGiIS6TF"
709424000000000000,3/14/16 16:59,Kasich has helped decimate the coal and steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain
