id,created_at,text
695133000000000000,2/4/16 6:33,"Thank you @billoreilly &amp; @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch."
695082000000000000,2/4/16 3:11,Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!
695072000000000000,2/4/16 2:31,"THANK YOU to everyone in Little Rock, Arkansas tonight! A record crowd of 12K. #Trump2016https://t.co/MjtIq2ii0Q https://t.co/I9WkPN3pWm"
695010000000000000,2/3/16 22:22,"RT @DarrenJJordan: CONSTRUCTIVE WINS! _ÙÕ» @realDonaldTrump @CLewandowski_ @DanScavino @MichaelCohen212 @KatrinaPierson @DefendingtheUSA http‰Û_"
694996000000000000,2/3/16 21:29,"Stop the assault on American values. Stand w/ Trump to #MakeAmericaGreatAgain!#VotersSpeak: https://t.co/XRRJ0fMkNV https://t.co/c7EHokbLD1"
694985000000000000,2/3/16 20:44,Thank you New Hampshire! #MakeAmericaGreatAgain #FITN https://t.co/4EFJbQxJGW
694985000000000000,2/3/16 20:44,"Dr. Ben Carson blasted Ted Cruz for ""deceit and dirty tricks and lies."""
694979000000000000,2/3/16 20:22,"Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!"
694965000000000000,2/3/16 19:25,The State of Iowa should disqualify Ted Cruz from the most recent election on the basis that he cheated- a total fraud!
694964000000000000,2/3/16 19:20,This was sent out from Ted Cruz- as Iowans arrived at their caucus sites to vote. #CruzFraud https://t.co/tRM7KUCrSU
694961000000000000,2/3/16 19:09,I will be interviewed on @greta at 7:00 P.M. Enjoy! @FoxNews
694890000000000000,2/3/16 14:28,"Based on the fraud committed by Senator Ted Cruz during the Iowa Caucus, either a new election should take place or Cruz results nullified."
694888000000000000,2/3/16 14:21,"And finally, Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!"
694886000000000000,2/3/16 14:10,The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud
694885000000000000,2/3/16 14:07,"Many people voted for Cruz over Carson because of this Cruz fraud. Also, Cruz sent out a VOTER VIOLATION certificate to thousands of voters."
694882000000000000,2/3/16 13:56,"During primetime of the Iowa Caucus, Cruz put out a release that @RealBenCarson was quitting the race, and to caucus (or vote) for Cruz."
694880000000000000,2/3/16 13:47,"Ted Cruz didn't win Iowa, he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Bad!"
694750000000000000,2/3/16 5:12,Great job on @donlemon tonight @kayleighmcenany  @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN
694647000000000000,2/2/16 22:23,"On my way to New Hampshire- expecting a big and spirited crowd! #FITN #Trump2016 https://t.co/oUg1ErD0j7 https://t.co/9Hb7JO3wrZ"
694612000000000000,2/2/16 20:02,"Anybody who watched all of Ted Cruz's far too long, rambling, overly flamboyant speech last nite would say that was his Howard Dean moment!"
694607000000000000,2/2/16 19:44,"""@stephbewitching @realDonaldTrump All you haters need to realize Trump got the second highest vote in history. And he's never held office!"""
694607000000000000,2/2/16 19:41,"""@restorereality  Iowa is meaningless...keep pushing forward, run the table in NH SC NV and Super Tuesday. America needs you! #TrumpTrain"""
694605000000000000,2/2/16 19:33,RT @namusca: #VoteTrump2016 a real leader that truly cares about America &amp; our values. He wants to bring prosperity back 2 USA https://t.co‰Û_
694604000000000000,2/2/16 19:30,"""@ellenEspence @realDonaldTrump Amazing job in Iowa! Cruz just barely won."""
694603000000000000,2/2/16 19:25,"""@93101Dianne @realDonaldTrump if you can do that well in Iowa then I see you acing it in all other significant states. Momentum is growing"""
694602000000000000,2/2/16 19:22,RT @JoeNBC: Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote.  https://t.co/A28‰Û_
694602000000000000,2/2/16 19:21,"""@LoreWestphal @realDonaldTrump You MUST win the Presidency in 2016 !!!"""
694600000000000000,2/2/16 19:15,".@Morning_Joe  @mikebarnicle on @realDonaldTrump: He finished 2nd but he made the turn successfully like a pro"""
694595000000000000,2/2/16 18:55,RT @IngrahamAngle: The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short &amp; sweet. Ditto for @realDonaldTrump who was brie‰Û_
694561000000000000,2/2/16 16:39,"I don't believe I have been given any credit by the voters for self-funding my campaign, the only one. I will keep doing, but not worth it!"
694559000000000000,2/2/16 16:34,I will be talking about my wonderful experience in Iowa and the simultaneous unfair treatment by the media-later in New Hampshire. Big crowd
694558000000000000,2/2/16 16:29,The media has not covered my long-shot great finish in Iowa fairly. Brought in record voters and got second highest vote total in history!
694554000000000000,2/2/16 16:14,"Because I was told I could not do well in Iowa, I spent very little there - a fraction of Cruz &amp; Rubio. Came in a strong second. Great honor"
694552000000000000,2/2/16 16:03,My experience in Iowa was a great one. I started out with all of the experts saying I couldn't do well there and ended up in 2nd place. Nice
694262000000000000,2/1/16 20:53,"RT @kevcirilli: CEDAR RAPIDS --TRUMP'S DAUGHT IVANKA:""I can just say without equivocation, my father will make America great again."""
694258000000000000,2/1/16 20:35,"RT @ErinBurnett: Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa.  Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5‰Û_"
694150000000000000,2/1/16 13:25,It all begins today - WE WILL FINALLY TAKE OUR COUNTRY BACK AND MAKE AMERICA GREAT AGAIN!
693990000000000000,2/1/16 2:51,"Join us! #CaucusForTrump11am WATERLOO: https://t.co/DGw5Yk2iSi1:30pm CEDER RAPIDS: https://t.co/6WZTqOy4TW https://t.co/yyjQ1iFT2x"
693902000000000000,1/31/16 21:03,.@DonaldJTrumpJr &amp; his wife @MrsVanessaTrump attended the #SnowflakeGardenBrunch- here w/ Governor @TerryBranstad. https://t.co/mgLh9Im9QI
693867000000000000,1/31/16 18:40,Watch @IvankaTrump show you how easy it is to #CaucusForTrump in Iowa! #IACaucus Video: https://t.co/Bf4J2OBtUU https://t.co/4Ma5JSkFu7
693840000000000000,1/31/16 16:53,"RT @CLewandowski_: Trump winning over Latino Republicans, poll says | New York Post https://t.co/yiC3zavrmi"
693838000000000000,1/31/16 16:47,So nice to get an endorsement from the founder and owner of Pizza Ranch in Iowa! A great guy and great places! #CaucusForTrump
693833000000000000,1/31/16 16:26,"It is time to take back our country- and MAKE AMERICA GREAT AGAIN!#CaucusForTrump Video: https://t.co/y9Fa8Ut6IP https://t.co/bJ6a0t9Pv2"
693808000000000000,1/31/16 14:47,I will be interviewed on Face The Nation with @jdickerson this morning. Enjoy!
693807000000000000,1/31/16 14:44,I am in Iowa. Will be interviewed on This Week With @GStephanopoulos  this morning. ENJOY!
693806000000000000,1/31/16 14:40,"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VETS got $6,000,000."
693804000000000000,1/31/16 14:32,"By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VETS."
693802000000000000,1/31/16 14:22,"Wow, just saw an ad - Cruz is lying on so many levels. There is nobody more against ObamaCare than me, will repeal &amp; replace. He lies!"
693785000000000000,1/31/16 13:16,"Ted Cruz is in trouble for not reporting his bank borrowing in his very important Financial Disclosure Form. Very low interest loans, scam!"
693782000000000000,1/31/16 13:06,"Ted Cruz is totally unelectable, if he even gets to run (born in Canada). Will loose big to Hillary. Polls show I beat Hillary easily! WIN!"
693778000000000000,1/31/16 12:49,"I will be going to church in Iowa this morning with my wife, Melania. After church I will be making two speeches and touring the State!"
693776000000000000,1/31/16 12:42,".@bobvanderplaats is a total phony and con man. When I wouldn't give him free hotel rooms and much more, he endorsed Cruz. @foxandfriends"
693775000000000000,1/31/16 12:36,".@bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony @foxandfriends"
693773000000000000,1/31/16 12:31,".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive hotel rooms, free (and more). I said pay and he endorsed Cruz!"
693771000000000000,1/31/16 12:22,"The Cruz campaign issued a dishonest and deceptive get out the vote ad calling voters ""in violation."" They are now under investigation. Bad!"
693471000000000000,1/30/16 16:29,"MAKE AMERICA GREAT AGAIN! #IACaucus #CaucusForTrumphttps://t.co/nU39QHzxxX https://t.co/IrrzLCa2ev"
693457000000000000,1/30/16 15:31,"#IACaucus #CaucusForTrump#iCaucused #iVotedhttps://t.co/jSYl2IYjPO"
693435000000000000,1/30/16 14:05,I want to thank evangelical Christians for the warm embrace I've received on the campaign trail. Video: https://t.co/u6oOcWGePe
693413000000000000,1/30/16 12:38,"I will be in Iowa all day and until Tuesday morning. Finally, after all these years of watching stupidity, we will MAKE AMERICA GREAT AGAIN!"
693281000000000000,1/30/16 3:52,Hillary Clinton is a major national security risk. Not presidential material!
693263000000000000,1/30/16 2:43,"THANK YOU to all of the incredible volunteers, behind the scenes in Iowa! #CaucusForTrump https://t.co/osvIsBwAgX https://t.co/EY0wNYv9XD"
693252000000000000,1/30/16 2:00,"""@gigglemitz: @GeraldoRivera  @FoxNews damn fox is really acting like a baby today. I guess Trump got under their skin - pretty biased!"
693252000000000000,1/30/16 1:57,"""@classyexplorer: @oreillyfactor @DRUDGE So Bill if America was SO LONGING to learn more about candidates why the 50 percent audience loss?"""
693251000000000000,1/30/16 1:54,"Looking forward to a great weekend in Iowa! #IACaucus #CaucusForTrump Tickets: https://t.co/nU39QHzxxX https://t.co/xZlwspf6xe"
693248000000000000,1/30/16 1:41,".@oreillyfactor  The people of Iowa love the fact that I stuck up for my rights, as I will do for the U.S. Also got $6,000,000 for our VETS!"
693245000000000000,1/30/16 1:31,".@FoxNews is the only network that does not even mention my very successful event last night. $6,000,000 raised in one hour for our VETS."
693244000000000000,1/30/16 1:25,"Amazing that Ted Cruz can't even get a Senator like @BenSasse, who is easy, to endorse him. Not one Senator  is endorsing Canada Ted!"
693241000000000000,1/30/16 1:15,.@BenSasse looks more like a gym rat than a U.S. Senator. How the hell did he ever get elected?  @greta
693240000000000000,1/30/16 1:10,The great State of Nebraska can do much better than @BenSasse as your Senator. Saw him on @greta - totally ineffective. Wants paid for pols.
693220000000000000,1/29/16 23:51,"The new e-mail release is a disaster for Hillary Clinton. At a minimum, how can someone with such bad judgement be our next president?"
693183000000000000,1/29/16 21:26,"Thank you for all of your support Iowa!#MakeAmericaGreatAgain #Trump2016#IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/fQAxuMe01b"
693172000000000000,1/29/16 20:40,"They say that if I participated in last night‰Ûªs Fox debate, they would have had 12 million more &amp; would have broken the all time record."
693145000000000000,1/29/16 18:53,"Thank you, America! #Trump2016Via @DRUDGE_REPORT https://t.co/hVa0gJiBNz"
693140000000000000,1/29/16 18:33,"Join me tomorrow in Dubuque, Iowa! #IACaucus #Trump2016 https://t.co/rWbHdaYgBl"
693138000000000000,1/29/16 18:27,"Thank you- Nashua, New Hampshire! #MakeAmericaGreatAgain #Trump2016https://t.co/NpJGvQwYU5 https://t.co/9h8CgrCXGB"
693122000000000000,1/29/16 17:23,"""Every American needs to say 2 simple words to every Vet they meet: THANK YOU!"" John Wayne Walding https://t.co/wG8EzPHZt1"
693117000000000000,1/29/16 17:02,"Thank you!Mitchell FOX2 Michigan Poll finds Trump holds 3-1 lead over closest GOP opponents. Trump 47% Clinton 43% https://t.co/xpaeV0YzGV"
693082000000000000,1/29/16 14:43,Great Twitter poll- and I wasn't even there. Thank you! #GOPDebate https://t.co/yLJGkoOeBg
693067000000000000,1/29/16 13:45,"Getting ready to take off for Nashua, New Hampshire. Big crowd, will be there soon. Fun!"
693067000000000000,1/29/16 13:42,"Iowa was amazing last night. The event could not have worked out better. We raised $6,000,000 for our great vets. They were so happy &amp; proud"
693056000000000000,1/29/16 13:00,Thank you for your interest &amp; support during last nights #GOPDebate! #IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/yadQiPC49g
693055000000000000,1/29/16 12:55,Good morning America! Thank you for all of your support in the latest Drudge poll! https://t.co/XDnixWnqwb https://t.co/yUTtLnALxy
692955000000000000,1/29/16 6:19,"Thank you for your support!https://t.co/Mjr8D4dDrK"
692953000000000000,1/29/16 6:10,"Thank you, America!  https://t.co/YJ0KIYpTaV"
692945000000000000,1/29/16 5:40,"#IACaucus ‰Û¢ 2/1/2016 ‰Û¢ 6:30pm#MakeAmericaGreatAgain!Iowa caucus finder: https://t.co/ANvTcZqfOq #GOPDebate https://t.co/HLuyCcuLcp"
692943000000000000,1/29/16 5:29,"Thank you for the kind words tonight, @OMAROSA. You were great! See you soon!"
692940000000000000,1/29/16 5:17,"I will take care of the Veterans who have served this country so bravely.#ThankAVet Video: https://t.co/WH9GSeSH29 https://t.co/WMR7jnmsyz"
692919000000000000,1/29/16 3:54,"An unbelievable night in Iowa with our great Veterans! We raised $6,000,000.00 while the politicians talked! #GOPDebate"
692864000000000000,1/29/16 0:18,"Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!"
692844000000000000,1/28/16 22:58,"""Donald Trump Hands Bill O‰ÛªReilly Cable TV Viewership Win""- @deadline-https://t.co/Ytid4IrW4y"
692841000000000000,1/28/16 22:45,"#Trump2016 #IACaucus Finder:https://t.co/ANvTcZ8EpQ https://t.co/gicaoEOFCC"
692797000000000000,1/28/16 19:52,"I hear that @SenTedCruz‰Ûªs $$ man, Robert Mercer, a good man, is very angry because Cruz lied to him about liquidating his (Ted‰Ûªs) holdings.?"
692794000000000000,1/28/16 19:39,"20 Most Anticipated Hotel Openings of 2016: Trump International Hotel, Washington D.C. https://t.co/jd3H0LQcas"
692767000000000000,1/28/16 17:51,"Tennessee GOP Pollhttps://t.co/hfSxKaXC42Trump 32.7%Cruz 16.5%Carson 6.6%Rubio 5.3%Christie 2.4%Jeb 1.6%"
692762000000000000,1/28/16 17:32,"It is my great honor to support our Veterans with you! You can join me now. Thank you! #Trump4Vetshttps://t.co/UVn3kUd2DV"
692736000000000000,1/28/16 15:50,"#Trump2016 #IACaucus Finder:https://t.co/ANvTcZqfOq https://t.co/1vjCHYYlzU"
692735000000000000,1/28/16 15:44,Being politically correct takes too much time. We have too much to get done! #Trump2016 https://t.co/8icSqEombg https://t.co/fkgkcVxVo7
692725000000000000,1/28/16 15:03,‰ÛÏWhat America Needs: The Case for Trump‰Ûù Great new book by the esteemed Jeffrey Lord @JeffJlpa1 Available now. https://t.co/xeHKbIDApr
692709000000000000,1/28/16 14:00,"""@GmoneyRainmaker: I hope @CNN has enough bandwidth tonight because not many will be watching @FoxNews. Watching Trump tonight #GOPDebate"""
692701000000000000,1/28/16 13:30,"""@rkirchmeyer: So @megynkelly brings in #MichaelMoore to add credibility in her fight with @realDonaldTrump?  #FoxNews #ROGERAILES"""
692701000000000000,1/28/16 13:29,"""@BradCross4: @Drudge_Report_ @realDonaldTrump https://t.co/Ur1qgG291Z"""
692700000000000000,1/28/16 13:27,"""@chgardens1: @mitchellvii Pathetic attempt to bribe @realDonaldTrump He can't be bought"""
692699000000000000,1/28/16 13:20,"The ""debate"" tonight will be a total disaster - low ratings with advertisers and advertising rates dropping like a rock. I hate to see this."
692696000000000000,1/28/16 13:07,"""@laurencristmann: @realDonaldTrump why do they have so many debates this year?? Also, why is Cruz still allowed to run, he's not eligible"""
692681000000000000,1/28/16 12:10,"""@hollywoodJV: @realDonaldTrump Mr. Trump, why does Cruz hate Canada so much. He should embrace his roots, it's a great country""  So true!"
692678000000000000,1/28/16 11:56,"Wow, two candidates called last night and said they want to go to my event tonight at Drake University."
692675000000000000,1/28/16 11:46,"""@michaelG4NY: new @nbcnews WSJ poll shows @realDonaldTrump pulling ahead of @tedcruz in #Iowa. https://t.co/18ktk7IZUd""  Great!"
692675000000000000,1/28/16 11:44,"""@Rick_Gobbi: @realDonaldTrump ...Hold up a mirror so the network cameras show how big the crowd is.""  GREAT IDEA!"
692674000000000000,1/28/16 11:43,"""@Plazzmatic: @realDonaldTrump @danpgabriel Sounds like the advertisers want Trump, he knows what he is doing."
692674000000000000,1/28/16 11:42,"""@_HankRearden: I respected Cruz ppl until this lie. We're just tired of it from your side. 1949z @steph93065 https://t.co/4K3u8JURiH""  NO!"
692674000000000000,1/28/16 11:41,"""@dukeofbc:  @megynkelly debate Cruz one on one. I would just tell him that you were to busy running for the President of USA, not Canada"""
692673000000000000,1/28/16 11:39,"""@CJCboi: @DRJAMESCABOT @realDonaldTrump @DanScavino @Carolde @PlaysTrumpCard Checked YOUR wallet lately, Mr Ailes?"""
692673000000000000,1/28/16 11:39,"""@HaloOneForTrump: @foxnews takes #YUGE hit on advertising revenues by screwing with @realDonaldTrump ROFL! https://t.co/ndyHNiUdks"""
692673000000000000,1/28/16 11:38,"""@Davejager1: @creta_r 9 pm channel 70 CNN I will be watching Trump tonight. Want to have a person in the White House that takes no BS."""
692673000000000000,1/28/16 11:37,"""@HenryOray: @CNNPolitics @tedcruz @realDonaldTrump is fighting corruption. Big donors took over Cruz. No to Donors"""
692673000000000000,1/28/16 11:36,"""@gene70: @FireFlyFury @megynkelly @realDonaldTrump And this is the bimbo that's asking presidential questions? https://t.co/oU1uUGnuWb"""
692672000000000000,1/28/16 11:34,"""@splashpoint50: @realDonaldTrump Our ReTrumplican Trump support group of 9500 members say 97% will not watch the debate tonight!"""
692564000000000000,1/28/16 4:26,"""@creta_r: @realDonaldTrump Looking forward to watching Donald Trump rally Thursday night on CNN!!"""
692559000000000000,1/28/16 4:04,"#Trump2016 #IACaucus Finder:https://t.co/ANvTcZqfOq https://t.co/thNiQh0nY6"
692553000000000000,1/28/16 3:41,"On Greta, 87% of the people said they would not watch the debate if I'm not in it. Wow- what an honor!"
692551000000000000,1/28/16 3:34,FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!
692543000000000000,1/28/16 3:00,"Thank you- Lexington, South Carolina!#Trump2016 #MakeAmericaGreatAgainhttps://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB"
692480000000000000,1/27/16 22:49,"It was the childishly written &amp; taunting PR statement by Fox that made me not do the debate, more so than lightweight reporter, @megynkelly."
692467000000000000,1/27/16 22:00,I will be interviewed on @oreillyfactor tonight at 8:00 P.M. (Eastern). Enjoy!
692457000000000000,1/27/16 21:21,I am self funding my campaign so I do not owe anything to lobbyists &amp; special interests. https://t.co/QYcedgsoV3 https://t.co/5f7zFDiVsN
692453000000000000,1/27/16 21:05,"RT @DRUDGE_REPORT: LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc"
692430000000000000,1/27/16 19:33,"Even though I beat him in the first six debates, especially the last one, Ted Cruz wants to debate me again. Can we do it in Canada?"
692422000000000000,1/27/16 19:01,Just got to listen to Rush Limbaugh - the guy is fantastic!
692332000000000000,1/27/16 13:02,The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty &amp; dumb
692312000000000000,1/27/16 11:44,"I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!"
692206000000000000,1/27/16 4:40,"CBS's FACE THE NATION - Posts Largest Audience Since 2001#Trump2016 #MakeAmericaGreatAgain https://t.co/TzZx97FU1n"
692172000000000000,1/27/16 2:26,https://t.co/SmTkLPiBYD
692116000000000000,1/26/16 22:43,"Pathetic attempt by @foxnews to try and build up ratings for the #GOPDebate. Without me they'd have no ratings! https://t.co/2bx54VKpQh"
692104000000000000,1/26/16 21:55,"Thank you, America!#MakeAmericaGreatAgain #Trump2016 https://t.co/7xxWD0au9H"
692094000000000000,1/26/16 21:17,"""Trump shows complete domination of Facebook conversation"" https://t.co/tPiIyk4Dyc"
692093000000000000,1/26/16 21:14,"""Minorities Line Up Behind Donald Trump"" #Trump2016 https://t.co/ClcvOgWOMy"
692072000000000000,1/26/16 19:51,"THANK YOU! #Trump2016#IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/CxqTh61ssz"
692054000000000000,1/26/16 18:40,"Do you think @SenTedCruz knows about @bobvanderplaats dealings? Actually, I doubt it!"
692046000000000000,1/26/16 18:05,Should I do the #GOPdebate? https://t.co/cjTywwIl85
692045000000000000,1/26/16 18:03,".@bobvanderplaats begged me to do an event while asking organizers for $100,000 for himself‰ÛÓa bad guy!"
692028000000000000,1/26/16 16:55,"Great honor- Rev. Jerry Falwell Jr. of Liberty University, one of the most respected religious leaders in our nation, has just endorsed me!"
692025000000000000,1/26/16 16:44,"#MakeAmericaGreatAgain #Trump2016 https://t.co/oJyGTj5QX8"
692018000000000000,1/26/16 16:16,"For the great people of Iowa, find your #IACaucus location at https://t.co/ANvTcZqfOq - so important to vote! #MakeAmericaGreatAgain"
692013000000000000,1/26/16 15:55,Why doesn't phony  @bobvanderplaats tell his followers all the times he asked for him and his family to stay at my hotels-didn't like paying
692000000000000000,1/26/16 15:04,"I will end common core. It's a disaster.https://t.co/d83XYrqZ3m#MakeAmericaGreatAgain #Trump2016 https://t.co/r0Sc6zm80I"
691993000000000000,1/26/16 14:35,"""@puttster71: @bobvanderplaats The next president isn't on ur stage. @realDonaldTrump is the next president."""
691992000000000000,1/26/16 14:33,"""@AynsFriend: @bobvanderplaats CRUZ IS DONE @CNN @ChrisCuomo"""
691992000000000000,1/26/16 14:33,"""@xXFlame: .@bobvanderplaats Idiot Bob Plaats on CNN is DELUDED! Cruz's favorability ratings are 0%, NO ONE LIKES HIM. VOTE TRUMP INSTEAD!"""
691967000000000000,1/26/16 12:53,"""@realDonaldTrump hits new heights in national poll at 41%"" https://t.co/1Tzszrkh4j"
691967000000000000,1/26/16 12:51,"""Donald Trump retains national lead in new ABC News/WaPo poll with 37%: https://t.co/xPjA3TBbTa"" https://t.co/6Uaecpwqwm"
691966000000000000,1/26/16 12:47,RT @Morning_Joe: VIDEO: @realDonaldTrump announces 'a very powerful endorsement' will be coming today.  https://t.co/cJsMBcVcdY
691943000000000000,1/26/16 11:17,I will be interviewed by @MariaBartiromo on @MorningsMaria  @FoxBusiness at 7:30 A.M. Enjoy.
691942000000000000,1/26/16 11:14,"""@laurencristmann:  @Sharp_Trident @megynkelly it makes me not wanna watch debate because I know they are going to treat Trump unfair"""
691934000000000000,1/26/16 10:43,"I will be doing @GMA @GStephanopoulos this morning at around 7:00. Likewise, I will be doing @Morning_Joe at around 7:00. Figure it out!"
691850000000000000,1/26/16 5:09,"""@Sharp_Trident: A huge disappointment to see @megynkelly constantly attack DonaldTrump. It has become almost unbearable to watch her show."""
691848000000000000,1/26/16 5:00,"""@WhiteJacketPink: @MyPresidentme @realDonaldTrump just google glenn beck bio. U can tell no education, very poorly written."
691848000000000000,1/26/16 4:59,"""@DittoPost: @realDonaldTrump @Crusade4Honesty @BornToBeGOP @megynkelly I believe in Trump!!!"""
691847000000000000,1/26/16 4:56,"""@Crusade4Honesty:  @BornToBeGOP @megynkelly  Megan can not contain her bias, it's in every show, Fox owners Saudi Prince agnstT"""
691840000000000000,1/26/16 4:27,"""@JackBurtonReflx:  @jdenino1 @DavidWohl @ss I listen to Glenn Beck and literally nothing he says makes any sense. Same with The View."""
691839000000000000,1/26/16 4:25,"""@Belizediver88: @CNNSitRoom @CNN  @megynkelly It will never happen. Fox will drop Kelly if it means no Trump. Nobody will watch w/o Trump."""
691838000000000000,1/26/16 4:21,"""@KurtSchlichter: My pal @DavidWohl was just on Megan Kelly's show! He digs Trump.  Thank you David, you were great!"
691837000000000000,1/26/16 4:15,"""@jdenino1: @DavidWohl  @realDonaldTrump https://t.co/RqMSSbfB0J   BECK wanted to commit suicide after @ss surgery, clearly is unbalanced!"""
691810000000000000,1/26/16 2:28,"Thank you - Farmington, New Hampshire! #FITN #Trump2016 https://t.co/bJ9Z3qZBQu"
691770000000000000,1/25/16 23:50,Just landed in New Hampshire. Will be at the venue shortly. #FITN
691770000000000000,1/25/16 23:50,"""@realDonaldTrump &amp; @HillaryClinton leading POLLS w/ one week until #IowaCaucus ...MORE on the 2016 elections TONIGHT on @FoxBusiness 7PM"""
691766000000000000,1/25/16 23:32,Phyllis Schlafly‰Ûªs Eagle Forum: ‰Û÷National Review Will Be Defunct In The Next Year‰Ûª https://t.co/S7QmDkv2sg
691746000000000000,1/25/16 22:13,Leaving now for New Hampshire. Big crowd- looking forward to it! #FITN
691744000000000000,1/25/16 22:04,Cruz lies are almost as bad as Jeb's. These politicians will do anything to stay at the trough!
691743000000000000,1/25/16 22:02,Cruz going down fast in recent polls- dropping like a rock. Lies never work!
691743000000000000,1/25/16 22:00,Ted Cruz is a nervous wreck. He is making reckless charges not caring for the truth! His poll #'s are way down!
691739000000000000,1/25/16 21:47,I will be on @CNNSitRoom with @wolfblitzer from 5-7pm est. on @CNN.
691728000000000000,1/25/16 21:02,I will be on Morning's with Maria on the Fox Business Network tomorrow during the 7am and 8am ET hours.
691710000000000000,1/25/16 19:51,"Find out where to #VoteTrump on caucus night in Iowa on 2/1/16!#IACaucus #FITN #Trump2016 https://t.co/xd9iG0uh4l https://t.co/ocIpo2DInT"
691687000000000000,1/25/16 18:19,Obama's deal vs. Trump's deals- https://t.co/UpQ3LkUUpm
691686000000000000,1/25/16 18:17,"RT @AnnCoulter: RUMSFELD: Trump ""has a touched a nerve in our country...in a way that most politicians have not been able to do."" - https:/‰Û_"
691686000000000000,1/25/16 18:16,RT @GeraldoRivera: #NewYork tromps #Jonas. Day after storm of the century the big city is up and running unlike others in the northeast. Mu‰Û_
691686000000000000,1/25/16 18:14,"Join us in Iowa, tomorrow! #IACaucus #Trump2016 #MakeAmericaGreatAgain 3:00pm: https://t.co/cWQKRAgqfX 7:30pm: https://t.co/v2Ejh0TweS"
691665000000000000,1/25/16 16:51,I will be on The Situation Room with @wolfblitzer from 5-7pm est on CNN
691618000000000000,1/25/16 13:46,"I want to win for the people of this great country. The only people I will owe are the voters. #Trump2016 Video: https://t.co/rx7aOQqN7y"
691615000000000000,1/25/16 13:32,"IPSOS/REUTERS POLLThank you! #Trump2016 #MakeAmericaGreatAgain https://t.co/sbzp75EPSq"
691613000000000000,1/25/16 13:26,"It's time for Ted Cruz to either settle his problem with the FACT that he was born in Canada and was a citizen of Canada, or get out of race"
691473000000000000,1/25/16 4:08,"""@Rketeltas: Rubio isn't experienced enough to be Commander in Chief. Rubio is a carbon copy of Obama. We need a true leader Vote Trump"""
691472000000000000,1/25/16 4:07,"""@red77angelluis: @realDonaldTrump @NeilTurner_ @YouTube LET'S GET TRUMP!! GO TRUMP!! USA!USA!"""
691472000000000000,1/25/16 4:05,"""@MrJuuon: #WeAreBernie will be overtaken by #WeWantTrump. We are superior and have more supporters. #makeamericagreatagain #trump."""
691472000000000000,1/25/16 4:04,"""@Knight276:  @C4Constitution trump right again #With_Cruz_you_lose! Nobody supports Canuck Cruz #MakeAmericaGreatAgain  #trump2016"
691471000000000000,1/25/16 4:01,"""@Tuggers56: @PMgeezer Hillary is so afraid of him. The GOP is afraid of him. The American people embrace him! Let's elect him,  DonaldTrump"
691385000000000000,1/24/16 22:20,"""@JoeNBC: From Canada to Goldman Sachs to the kitchen sink, Trump has picked Cruz apart for 2 weeks. https://t.co/hkhTx4r6SC"""
691384000000000000,1/24/16 22:14,RT @JoeNBC: Trump +15 on Cruz in 2 weeks. Cruz may look back and ask why he ever attacked Trump. DT has killed him ever since.  https://t.c‰Û_
691384000000000000,1/24/16 22:14,"""@MaryAnn1942: @realDonaldTrump @CBSNews ... You are like Superman, everywhere! But I'm keeping up.  Great!"
691383000000000000,1/24/16 22:12,"""@M0ther0f2kids: @meetthepress @NBCNews @clewandowski Everyone B smart! U know deep down Trump is the ONLY 1 able to best LEAD"""
691383000000000000,1/24/16 22:10,"""@NeilTurner_: @realDonaldTrump https://t.co/uvn95NSIaA It's time we take America back! No more puppet presidents! #VoteTrump"" So true!"
